Titulo;Precio;Banos;Fecha;Piezas;Superficie Construida;Superficie Total;Estacionamiento;Lugar;Latitud;Longitud;Corredora
Santiago Se vende casa 2d y 1b en santiago (59817);87000000;2;04-03-2025;2;62;62;;Santiago;-334.610.308;-706.454.354;Austral inmobiliaria
Estacion Central Casa de ensueno en Villa Gasco (84526);76500000;1;04-03-2025;3;83;92;1;Estacion Central;-334.705.731;-706.852.243;CTORRES365
Lo Barnechea Camino el Huinganal con Camino El Yunque;935846250;4;04-03-2025;5;280;960;;Lo Barnechea;-3.333.886.625.033.590;-7.050.636.296.691.310;Propiedades Viel SpA
Vitacura Lo Curro central;1953750000;3;04-03-2025;4;380;5050;;Vitacura;-333.673.614;-705.477.933;Hobbins Vitacura
La Cisterna Jardin infantil /construccion hasta 7 pisos (84489);554865000;4;04-03-2025;7;287;500;3;La Cisterna;-335.220.847;-706.596.249;My Home Propiedades
Renca Sarago;160000000;2;04-03-2025;3;58;217;;Renca;-333.957.213;-707.530.789;Unne
Puente Alto Casa en venta de 2 dorm. En puente alto;94000000;1;04-03-2025;2;50;144;;Puente Alto;-336.275.358;-705.923.321;Unne
Melipilla Casa 8h 3b Pomaire. Liquidacion  (84577);85000000;3;04-03-2025;8;200;250;3;Melipilla;-336.507.727;-711.551.676;Bonne Propiedades
Talagante Tocornal (57908);90000000;3;04-03-2025;5;95;136;1;Talagante;-336.625.182;-709.249.706;Inmobiliaria del rio ltda.
Renca Renca;150000000;1;04-03-2025;3;75;200;;Renca;-333.984.537;-707.043.033;Unne
Puente Alto Pisicina - Quincho (65186);187560000;3;04-03-2025;3;120;157;2;Puente Alto;-335.960.988;-705.902.776;PropertyRed
Maipu Casa en venta de 2 dorm. En maipu;140000000;1;04-03-2025;2;48;162;;Maipu;-335.010.691;-707.540.398;Unne
Penalolen Casa en venta de 5 dorm. En penalolen;492345000;2;04-03-2025;5;180;900;;Penalolen;-334.676.759;-705.330.278;Unne
Maipu Ciudad satelite;120000000;2;04-03-2025;3;90;130;1;Maipu;-335.558;-7.079.507;Unne
Penaflor Condominio Centrico (53329);218820000;3;04-03-2025;3;100;280;2;Penaflor;-33.610.152;-708.996.678;Inmobiliaria del rio ltda.
Puente Alto Av. Mexico los toros;80000000;2;04-03-2025;2;56;91;;Puente Alto;-335.672.728;-705.669.125;Unne
Maipu Casa en venta de 3 dorm. En maipu;89000000;1;04-03-2025;3;70;80;;Maipu;-334.700.387;-707.525.415;Unne
Lampa Rio maule / lampa;210000000;3;04-03-2025;3;106;161;;Lampa;-333.202.302;-707.529.088;Unne
Macul Quilin y ramon cruz;285000000;2;04-03-2025;2;397;397;;Macul;-334.856.303;-705.911.448;Unne
Puente Alto Nonato coo / puente alto;108000000;1;04-03-2025;2;46;154;;Puente Alto;-335.657;-7.057.472;Unne
Macul Rodrigo de araya / av marathon;224681250;2;04-03-2025;5;105;260;;Macul;-334.746.563;-706.125.273;Unne
Lo Barnechea Lo Barnechea;1094100000;6;04-03-2025;6;368;1196;8;Lo Barnechea;-3.335.396.619.422.310;-7.051.729.533.031.610;Find Home
Maipu Villa el abrazo;149000000;1;04-03-2025;3;104;143;1;Maipu;-3.354.726;-70.765.465;Unne
Maipu Viento norte y errazuriz;95000000;1;04-03-2025;2;100;140;;Maipu;-334.775.741;-70.726.026;Unne
La Florida La florida casa en venta 5 dormitorios;130000000;2;04-03-2025;5;140;115;1;La Florida;-335.526.159;-705.671.151;Unne
La Florida Los Robles (56111);261802500;4;04-03-2025;4;130;151;2;La Florida;-335.322.416;-705.597.851;Inmobiliaria del rio ltda.
Cerro Navia Cerro navia;75000000;2;03-03-2025;5;100;114;;Cerro Navia;-334.188.908;-70.762.761;Unne
Nunoa Calle 2 / metro nuble  / nunoa;160000000;1;03-03-2025;3;90;120;;Nunoa;-334.680.477;-706.206.928;Unne
La Granja Bodega industria inofensiva taller;233434050;2;03-03-2025;5;202;522;1;La Granja;-335.306.331;-706.313.344;Unne
La Florida Gran Casa Alicahue Rojas Magallanes (66589);198422850;2;03-03-2025;4;120;197;3;La Florida;-335.335.499;-705.659.185;LAS BELLOTAS PROPIEDADES SPA
Pedro Aguirre Cerda Pasaje 11 norte / pedro aguirre cerda;80000000;1;03-03-2025;2;83;126;1;Pedro Aguirre Cerda;-334.970.744;-706.891.051;Unne
Nunoa Casa en venta de 5 dorm. En nunoa;702959250;3;03-03-2025;5;283;457;;Nunoa;-334.571.776;-706.091.082;Unne
Maipu Hermosa casa en venta de 3 dorm 2 banos. En maipu;98000000;2;03-03-2025;3;70;80;;Maipu;-334.659.584;-707.568.772;Unne
El Bosque Cercana a plaza y gran avenida;160000000;2;03-03-2025;3;100;550;;El Bosque;-335.582.157;-706.735.232;Unne
Padre Hurtado Padre hurtado / el trebol con primera transversal;220000000;3;03-03-2025;4;120;400;3;Padre Hurtado;-335.649.236;-707.975.279;Unne
Conchali Avenida Independencia;150000000;2;03-03-2025;3;120;240;2;Conchali;-3.338.431;-706.808.099;Houm
Maipu Casa en venta de 4 dorm. En maipu;140000000;2;03-03-2025;4;70;100;;Maipu;-335.168.544;-707.672.441;Unne
Quinta Normal Casa en venta 190 m2 en quinta normal;105000000;1;03-03-2025;3;160;190;;Quinta Normal;-334.134.011;-707.079.957;Unne
Puente Alto Casa en venta de 3 dorm. En puente alto;173883750;2;03-03-2025;3;100;120;;Puente Alto;-335.692.132;-705.486.531;Unne
La Cisterna Almirante Neff Norte;650000000;3;03-03-2025;7;275;944;4;La Cisterna;-335.281.827;-706.582.528;Margarita Leiva Catalan
Pudahuel Casa en venta en pudahuel;85000000;2;03-03-2025;4;45;250;;Pudahuel;-334.305.577;-707.667.117;Unne
Padre Hurtado Se vende casa de 3d/4b cond. La laguna. Padre hurtado;312600000;4;03-03-2025;3;138;350;3;Padre Hurtado;-335.670.589;-708.341.183;Unne
San Miguel Casa en venta de 5 dorm. En san miguel;402472500;2;03-03-2025;5;189;400;;San Miguel;-335.083.881;-706.575.321;Unne
Santiago 3 dorm. 1 bano - llegar y habitar;125000000;1;03-03-2025;3;128;134;1;Santiago;-334.712.472;-706.345.611;Unne
Paine Pasaje Juan Ortiz Acevedo;122000000;3;03-03-2025;4;112;140;2;Paine;-338.040.394;-707.313.509;
Padre Hurtado Brasilia;180000000;2;03-03-2025;3;90;250;1;Padre Hurtado;-335.664.238;-708.067.896;Unne
Penaflor vicuna Mackenna & Victor soto;139000000;3;03-03-2025;3;72;114;2;Penaflor;-336.102.080.742.499;-7.086.545.955.814.350;Grupo Premium Propiedades Santiago
Estacion Central Acogedora casa 1 piso 4d + 2b. Cercana av. Pajaritos;135000000;2;03-03-2025;4;67;155;1;Estacion Central;-334.688.401;-707.293.441;
Las Condes Esquina alhue con roberto guzman - comision 05%;402472500;3;03-03-2025;4;161;277;;Las Condes;-334.224.438;-705.431.238;
La Reina Casa con gran terreno en la Reina uso comerc (84479);707257500;3;03-03-2025;5;192;748;3;La Reina;-334.458.507;-705.590.343;Tu Ventana Inmobiliaria
Nunoa Casa en Nunoa Barrio los Adoquines (84478);427871250;4;03-03-2025;5;;;3;Nunoa;-334.392.194;-705.822.383;Tu Ventana Inmobiliaria
Las Condes Excelente casa solida y pareada anos 50 (84477);468040350;3;03-03-2025;4;135;257;2;Las Condes;-333.919.263;-705.409.014;Tu Ventana Inmobiliaria
Las Condes Casa en venta en las condes barrio protegido (84474);483748500;3;03-03-2025;5;170;287;1;Las Condes;-33.417.536;-70.542.226;Tu Ventana Inmobiliaria
Nunoa Celerino Pereira;390750000;3;02-03-2025;4;131;297;2;Nunoa;-334.544.912;-706.038.334;Nexxos
San Jose de Maipo Se Vende casa de montana 4D-4B-Est.  (61347);371212500;4;02-03-2025;4;324;1200;12;San Jose de Maipo;-335.930.662;-70.382.389;CPM Gestión Inmobiliaria
San Bernardo NOS;488437500;4;02-03-2025;3;235;2015;;San Bernardo;-336.444.529;-706.821.139;
Puente Alto Los pajaros-cerca de metro protectora (84241);140000000;2;02-03-2025;3;115;127;1;Puente Alto;-335.933.297;-70.574.809;Aquí Pronto Propiedades
Colina Algarrobal 1 hermosa parcela con dos casas full equipada;879187500;7;02-03-2025;8;402;5215;;Colina;-332.756.378;-707.156.565;Unne
Santiago Barrio republica;336045000;3;02-03-2025;5;205;248;;Santiago;-33.454.064;-706.650.159;Unne
Huechuraba Berta correa 2010 En condominio interior - Los Libertadores - Santa Marta;194984250;2;02-03-2025;4;95;120;2;Huechuraba;-3.335.436.530.548.500;-7.068.439.807.033.550;
San Bernardo San leon de nos;488437500;5;02-03-2025;4;200;2010;3;San Bernardo;-336.440.449;-706.809.056;
La Reina Casa con buena distribucion (6862);600000000;2;01-03-2025;3;123;348;3;La Reina;-334.337.221;-705.555.419;Propiedades Effata
La Florida la foresta 7590;219000000;2;01-03-2025;4;110;246;2;La Florida;-33.523.594;-7.057.005.579.999.990;
La Florida ecuador 9239;195000000;3;01-03-2025;4;136;196;2;La Florida;-335.390.963;-705.811.019;
Puente Alto Pasaje Lope de Vega / Av. Domingo Tocornal;140000000;1;01-03-2025;3;89;277;2;Puente Alto;-336.090.416;-705.935.348;Grupo Premium Propiedades Santiago
La Cisterna Entre av.Lo espejo y trinidad ramirez;390750000;3;01-03-2025;4;133;631;;La Cisterna;-3.354.331;-7.066.981.000.000.000;Grupo Premium Propiedades Santiago
Puente Alto Av.Santa rosa/ rio volcan;95000000;1;01-03-2025;4;55;143;2;Puente Alto;-336.139.064;-706.260.921;Grupo Premium Propiedades Santiago
Quilicura Zapallar / Cachagua / AV Americo Vespucio;91900000;1;01-03-2025;3;108;100;;Quilicura;-333.727.374;-707.153.743;Grupo Premium Propiedades Santiago
San Bernardo Los Canelos con Los Suspiros;85965000;1;01-03-2025;3;77;60;1;San Bernardo;-33.618.246.728.650.600;-7.069.011.211.395.260;Grupo Premium Propiedades Santiago
La Florida Camino del paisaje;363397500;3;01-03-2025;5;140;404;2;La Florida;-335.142.096;-705.295.147;
Las Condes Presidente Errazuriz / Polonia;1250009250;4;01-03-2025;5;303;436;2;Las Condes;-3.341.838.852.689.900;-7.058.619.039.973.300;Lyon y Balmaceda Ltda.
Pudahuel Hermosa casa en condominio en lomas de lo aguirre;422010000;4;01-03-2025;4;178;512;;Pudahuel;-334.532.191;-708.218.472;
Macul Avenida Macul con los Olmos;425917500;2;01-03-2025;5;128;510;;Macul;-33.480.265;-705.977.853;Nexxos
Penalolen Entre Quilin y Quilin Norte;347767500;3;01-03-2025;3;138;300;;Penalolen;-334.985.562;-705.625.555;Nexxos
Puente Alto La fardela;183652500;2;28-02-2025;3;85;210;2;Puente Alto;-335.532.444;-705.505.007;Houm
San Bernardo Juan Pablo II  San Bernardo  Chile RM(metropolitana);76196250;1;28-02-2025;3;53;72;1;San Bernardo;-335.916.723;-706.688.911;Grupo Premium Propiedades Santiago
Providencia Av santa maria sector norte 4d / 3 b/;855742500;3;28-02-2025;4;172;407;1;Providencia;-3.341.809.703.436.240;-7.061.259.806.002.430;Grupo Premium Propiedades Santiago
Padre Hurtado Pasaje el tulipan;96906000;2;28-02-2025;5;86;162;2;Padre Hurtado;-335.715.038;-708.185.665;Grupo Premium Propiedades Santiago
Puente Alto Claudio arrau con av mexico;95000000;2;28-02-2025;4;48;148;;Puente Alto;-335.734.138;-7.056.387.459.999.990;Grupo Premium Propiedades Santiago
Providencia Monsenor carlos casanueva con el comendador 5d + 6b;1406309250;6;28-02-2025;5;208;821;3;Providencia;-334.193.612.443.037;-7.061.690.094.205.310;Grupo Premium Propiedades Santiago
Buin Vendo casa 3 dorm 3 banos piscina (83987);158566350;3;28-02-2025;3;80;200;3;Buin;-337.280.148;-707.198.391;Boedo propiedades
San Miguel . (84049);218820000;1;28-02-2025;5;104;121;;San Miguel;-334.900.478;-706.474.945;ASESORIA INMOBILIARIA ACOSTA SPA
Lampa Lampa;130000000;1;28-02-2025;3;200;200;;Lampa;-332.835.766;-707.579.015;
San Jose de Maipo Casa maipo;2735250000;;28-02-2025;14;2100;6;;San Jose de Maipo;-3.357.772.553.367.790;-7.041.205.144.474.790;Invictus Spa
Santiago Claudio Gay;405000000;2;28-02-2025;5;293;171;;Santiago;-334.558.541;-706.673.809;Houm
Puente Alto Casa 2 Pisos en Condominio Los Almendros;65000000;1;28-02-2025;3;47;73;1;Puente Alto;-335.844.871;-706.048.769;Corretajes Prosal
Santiago Yungay;400000000;4;28-02-2025;8;317;599;1;Santiago;-334.441.849;-706.689.635;Alto Andes
Quilicura Av Matta con San Enrique;85000000;2;27-02-2025;3;70;110;2;Quilicura;-333.632.517;-707.451.771;Easyprop
Colina Las canteras: parcela con preciosa casa chilena;605662500;4;27-02-2025;5;382;5028;1;Colina;-333.045.705;-706.868.727;Unne
Vitacura Santa Maria Manquehue;1269937500;4;27-02-2025;6;390;1077;5;Vitacura;-333.747.496;-7.055.289.119.999.990;Find Home
Las Condes San carlos apoquindo;898725000;;27-02-2025;4;174;549;;Las Condes;-33.401.351;-70.516.648;Berrios Zegers
La Florida Casa en venta en la florida;180000000;1;27-02-2025;3;112;480;1;La Florida;-335.473.535;-706.105.388;Unne
Colina Condominio Portal Chamisero - Av Chamisera 11.100/Chicureo - Colina;781500000;5;27-02-2025;5;370;800;;Colina;-3.330.606.802;-7.066.245.723;Hurtado Propiedades S.A.
Maipu Quelco / Rene Olivares;95000000;1;27-02-2025;2;45;128;;Maipu;-3.353.964.364.968.740;-7.078.423.626.736.390;ProUrbe Manquehue
Puente Alto Bayona;146531250;2;27-02-2025;3;75;200;3;Puente Alto;-335.619.079;-705.607.201;Easyprop
La Florida Diego portales/santa cecilia;215000000;1;27-02-2025;3;86;496;1;La Florida;-335.621.245;-705.772.479;
Lampa El pellin;75000000;1;27-02-2025;3;51;110;1;Lampa;-332.919.639;-708.787.863;Casol Propiedades
Lampa Oportunidad! comoda casa  3d 3b 1e!  (83839);148094250;3;27-02-2025;3;88;200;2;Lampa;-332.968.024;-708.764.091;Nadal Propiedades
Maipu Silvia Pinto;97687500;1;27-02-2025;2;120;80;1;Maipu;-335.289.376;-707.664.825;Houm
La Florida La florida alto;429825000;1;26-02-2025;3;140;996;6;La Florida;-335.325.724;-705.856.515;Unne
Lampa Lampa;125040000;1;26-02-2025;3;56;178;2;Lampa;-332.829.255;-708.791.356;Casol Propiedades
Lampa Lampa;47000000;1;26-02-2025;2;46;70;1;Lampa;-332.829.255;-708.791.356;Casol Propiedades
La Reina Cercano metro fernando castillo velasco;390750000;2;26-02-2025;4;98;400;3;La Reina;-334.552.672;-705.546.459;Unne
Lampa Lampa (77310);130000000;2;26-02-2025;3;55;190;1;Lampa;-332.981.723;-708.713.832;
La Cisterna Pasaje Nueve;190000000;1;26-02-2025;4;181;9852;3;La Cisterna;-335.248.408;-7.064.742.749.999.990;Houm
Colina Casa en estancia liray colina (83637);136762500;2;26-02-2025;4;100;200;2;Colina;-332.163.198;-706.852.632;Barbara Propiedades
Colina Villa araucarias colina (83615);85000000;1;26-02-2025;4;53;91;2;Colina;-331.952.502;-706.841.508;Barbara Propiedades
Santiago Casa 92 Mt2 Nataniel/Roberto Espinoza 4d/2b (83705);150000000;2;26-02-2025;4;90;92;;Santiago;-334.584.113;-706.517.312;LEAR Gestion Inmobiliaria
Maipu Casa en venta 3d 1b terreno 152mt2 (83722);130000000;2;26-02-2025;3;59;152;1;Maipu;-335.466.166;-707.790.424;CC PROPIEDADES
San Bernardo Marbella prados de nos (83710);152392500;;25-02-2025;;;;;San Bernardo;-336.449.896;-706.881.216;Sinuhé Propiedades
Recoleta Casa en venta Recoleta  (83690);200000000;1;25-02-2025;4;90;246;2;Recoleta;-333.912.871;-706.375.151;Zaror Propiedades SPA
El Bosque Casa en calle central el bosque 4d/1b (83719);135707475;1;25-02-2025;7;110;384;4;El Bosque;-335.523.483;-706.695.676;RSA Gestión Inmobiliaria SpA
Colina Av. Chamisero chicureo colina;441547500;4;25-02-2025;4;188;389;;Colina;-333.211.678;-706.480.959;Unne
Las Condes Colina Vista Hermosa;1015950000;4;25-02-2025;5;330;930;3;Las Condes;-334.046.679;-70.527.588;Berrios Zegers
Maipu Camino a Melipilla  C. el bosque Maipu;139732200;3;25-02-2025;3;71;96;4;Maipu;-335.455.108;-707.917.385;Grupo Premium Propiedades Santiago
Lampa Los halcones con Larapinta oriente;175837500;3;25-02-2025;3;111;251;1;Lampa;-33.282.709;-70.879.328;Grupo Premium Propiedades Santiago
Puente Alto juan de cuevas 1382;90000000;2;25-02-2025;2;55;100;1;Puente Alto;-336.129.212;-7.059.626;Grupo Premium Propiedades Santiago
Macul Libano / Los Olmos;235000000;2;25-02-2025;3;112;360;2;Macul;-334.798.153;-705.876.345;Grupo Premium Propiedades Santiago
Independencia Calle Nueva 5;210000000;2;25-02-2025;4;117;184;;Independencia;-334.096.086;-706.756.549;Houm
La Florida Casa esquina  para negocio Peru/Santa Amalia (83645);300000000;1;25-02-2025;3;135;203;1;La Florida;-3.354.332;-705.831.599;My Home Propiedades
La Florida Camino de La Superiora Alto Macul La Florida;402472500;4;25-02-2025;5;230;400;2;La Florida;-335.146.186;-705.377.476;Easyprop
San Joaquin Berloiz con aragon;180000000;1;25-02-2025;3;90;170;;San Joaquin;-335.143.943;-706.332.101;Unne
Maipu !Casa Ideal Feriantes 5 de Abril! Uso Mixto (83533);175000000;3;25-02-2025;4;192;110;1;Maipu;-335.106.004;-707.353.399;Portal Clave Propiedades
San Miguel Metro departamental;175837500;2;25-02-2025;2;151;232;;San Miguel;-335.048.983;-706.546.974;Brokers Inmobiliarios
Recoleta Guanaco;110000000;1;25-02-2025;4;40;175;1;Recoleta;-333.789.149;-706.704.223;Unne
Las Condes Mirador de Los Dominicos Finisima (83702);1480942500;8;25-02-2025;7;585;9645;8;Las Condes;-334.069.574;-705.284.219;Apud & Asociados, Broker & Invest SpA
La Florida Alto macul;377073750;3;24-02-2025;3;105;320;;La Florida;-335.180.342;-705.262.188;
Puente Alto Claudio Arrau;87371700;1;24-02-2025;2;52;58;1;Puente Alto;-335.695.726;-705.637.186;Margarita Leiva Catalan
San Bernardo Abraham Prado Marin;195375000;2;24-02-2025;4;98;300;3;San Bernardo;-335.932.405;-706.955.736;Margarita Leiva Catalan
Colina Santa esther chicureo;818621250;5;24-02-2025;7;400;5000;;Colina;-332.320.525;-707.141.964;
Padre Hurtado Pasaje Pinot 1241 Valle del Sol;115000000;2;24-02-2025;2;76;114;2;Padre Hurtado;-335.764.122;-7.080.409.270.000.000;Grupo Premium Propiedades Santiago
Puente Alto San carlos;160000000;2;24-02-2025;3;94;192;1;Puente Alto;-335.992.126;-705.845.025;
Maipu Casa 4 dorm 2 Banos 3 Estacionam terraza (83502);129000000;2;24-02-2025;4;103;89;3;Maipu;-335.070.082;-707.892.206;My Home Propiedades
Maipu Ingeniero Roberto Llona;120000000;2;24-02-2025;5;80;250;1;Maipu;-334.706.877;-7.075.198.329.999.990;Houm
Maipu Real Audiencia;194984250;4;24-02-2025;3;140;160;3;Maipu;-334.872.125;-707.391.258;Houm
La Reina Domingo Calderon;644737500;5;24-02-2025;5;170;350;2;La Reina;-334.369.218;-705.359.428;Houm
Maipu Alfonso x;160000000;2;24-02-2025;6;110;140;2;Maipu;-334.728.992;-7.074.345.880.000.000;Houm
San Bernardo San marcos;60000000;1;24-02-2025;2;7500;9800;;San Bernardo;-335.883.461;-706.752.594;Houm
Pudahuel Hanga roa;214912500;3;24-02-2025;6;320;320;2;Pudahuel;-334.352.149;-7.077.383.139.999.990;Houm
Macul Julio Fossa Calderon;261802500;1;24-02-2025;3;98;288;;Macul;-335.033.172;-7.060.761.939.999.990;Houm
Estacion Central Ramon Rivas;145000000;1;23-02-2025;3;100;130;1;Estacion Central;-334.665.823;-706.978.784;Houm
Estacion Central Avenida Maria Rozas Velasquez;385000000;5;23-02-2025;7;323;339;7;Estacion Central;-334.522.532;-7.070.651.459.999.990;Houm
Penalolen Tineo Norte;238982700;3;23-02-2025;3;150;150;1;Penalolen;-3.351.052.020.000.000;-70.547.617;Houm
El Bosque Federico Gana;130000000;1;23-02-2025;2;68;310;3;El Bosque;-335.636.976;-706.767.058;Houm
Quilicura Corralco;230542500;3;23-02-2025;4;113;170;1;Quilicura;-333.540.147;-707.277.639;Houm
Independencia Pasaje Nueva Maruri;190000000;3;23-02-2025;8;400;400;;Independencia;-334.186.373;-7.065.891.450.000.000;Houm
San Bernardo Maestranza;390750000;3;23-02-2025;4;200;400;2;San Bernardo;-336.036.065;-7.070.940.139.999.990;Houm
Maipu El helecho dos;137000000;2;23-02-2025;4;140;220;2;Maipu;-335.587.246;-707.861.522;Houm
San Bernardo Los Suspiros;185606250;3;23-02-2025;2;68;200;3;San Bernardo;-336.083.774;-7.068.684.089.999.990;Houm
La Florida Las Perdices;672090000;6;23-02-2025;6;320;1700;4;La Florida;-335.188.295;-705.465.801;Houm
Pudahuel Austral;160207500;2;23-02-2025;4;85;127;2;Pudahuel;-334.594.952;-707.626.662;Houm
San Bernardo Lago Tarahuin;128556750;2;23-02-2025;3;60;60;2;San Bernardo;-3.361.172.680.000.000;-706.774.895;Houm
Pudahuel Escritor Pedro Prado;87000000;1;23-02-2025;3;84;100;1;Pudahuel;-334.629.149;-707.337.411;Houm
Colina Condominio Santa Teresita;595893750;5;23-02-2025;5;300;5500;1;Colina;-332.512.345;-706.861.223;Houm
La Reina Alcalde Manuel de La Lastra;900000000;3;23-02-2025;4;250;500;1;La Reina;-334.353.059;-705.551.452;Houm
Independencia Echazarreta;100000000;1;23-02-2025;1;87;90;1;Independencia;-334.227.251;-706.578.825;Houm
La Florida Huacan;240000000;3;23-02-2025;5;125;200;3;La Florida;-335.426.204;-705.596.111;Houm
La Cisterna Santa Monica;300000000;3;23-02-2025;6;188;336;2;La Cisterna;-335.252.447;-706.662.218;Houm
Cerrillos Aeropuerto Pudahuel;190000000;3;23-02-2025;5;146;180;2;Cerrillos;-3.351.479;-707.037.947;Houm
La Florida Camino de Las Araucarias;332137500;3;23-02-2025;4;113;309;4;La Florida;-335.101.643;-705.252.917;Houm
Cerro Navia Eusebio Lillo;90000000;1;23-02-2025;4;90;160;;Cerro Navia;-334.319.098;-7.072.909;Houm
Puente Alto Tolpan;280000000;3;23-02-2025;4;90;170;1;Puente Alto;-335.769.397;-705.881.014;Houm
Puente Alto Cabernet;380000000;3;23-02-2025;3;136;139;2;Puente Alto;-335.556.399;-7.053.376.589.999.990;Houm
San Bernardo Sargento Aldea;152392500;2;23-02-2025;4;108;220;3;San Bernardo;-335.900.971;-7.069.281.509.999.990;Houm
San Miguel Sexta Avenida;388131975;3;23-02-2025;4;135;495;2;San Miguel;-335.082.393;-7.066.055.779.999.990;Houm
Nunoa Panama;339952500;4;23-02-2025;4;198;218;2;Nunoa;-334.580.893;-706.261.974;Houm
Nunoa Pedro Lobos;328230000;2;23-02-2025;3;180;200;2;Nunoa;-33.464.362;-70.578.394;Houm
Puente Alto Volcan Isluga;90000000;2;23-02-2025;3;66;82;1;Puente Alto;-335.713.538;-70.567.807;Houm
Maipu Avenida Sur;179000000;2;23-02-2025;3;83;167;3;Maipu;-335.210.725;-70.757.685;Houm
El Bosque Calle Central;200000000;2;23-02-2025;6;113;362;6;El Bosque;-335.528.026;-7.066.743;Houm
Macul Angel Cruchaga;250000000;2;23-02-2025;4;112;264;2;Macul;-335.035.489;-706.101.626;Houm
Santiago Huemul;105000000;1;23-02-2025;3;11;11;1;Santiago;-335.686.733;-705.942.404;Houm
Cerrillos Fernandez Albano;351675000;5;23-02-2025;6;85;164;2;Cerrillos;-33.507.583;-707.101.701;Houm
Nunoa Suarez Mujica;781500000;2;23-02-2025;4;264;638;4;Nunoa;-334.605.665;-706.087.984;Houm
Nunoa Crescente Errazuriz;586125000;4;23-02-2025;5;380;475;4;Nunoa;-334.582.037;-706.101.267;Houm
Puente Alto Puyaral;83000000;1;23-02-2025;2;43;90;;Puente Alto;-335.857.723;-705.946.925;Houm
La Florida Calbuco;193421250;3;23-02-2025;5;158;158;2;La Florida;-335.285.343;-7.058.877.310.000.000;Houm
Quinta Normal Avenida Costanera Sur;179745000;1;23-02-2025;2;85;300;2;Quinta Normal;-334.123.584;-707.206.918;Houm
Quilicura Andalucia Norte;175837500;2;23-02-2025;3;100;153;2;Quilicura;-333.801.298;-70.731.889;Houm
Puente Alto Lican ray;110000000;2;23-02-2025;3;47;120;3;Puente Alto;-33.565.592;-705.682.905;Houm
Independencia Nueva 1;239529750;1;23-02-2025;2;70;150;5;Independencia;-334.106.918;-7.067.682.429.999.990;Houm
Independencia Santa Laura;290000000;2;23-02-2025;5;170;300;;Independencia;-334.056.124;-706.581.777;Houm
La Florida Camino de la Naturaleza;441547500;3;23-02-2025;4;400;400;1;La Florida;-335.212.183;-7.052.634.189.999.990;Houm
Penalolen Once Oriente;220000000;2;23-02-2025;3;75;180;1;Penalolen;-334.782.332;-705.502.175;Houm
Macul Alcalde Jorge Monckeberg;245000000;1;23-02-2025;3;96;418;3;Macul;-334.790.736;-7.058.828.729.999.990;Houm
Maipu Santa Berta;123990000;2;23-02-2025;3;73;119;2;Maipu;-3.350.017.880.000.000;-707.878.472;Houm
Cerrillos Caletera Panamericana Sur;138716250;2;23-02-2025;3;110;175;4;Cerrillos;-335.076.872;-7.069.854.769.999.990;Houm
Maipu Puerta del Viento;468509250;3;23-02-2025;4;240;1100;5;Maipu;-3.356.157.770.000.000;-707.621.587;Houm
La Cisterna Locarno;289155000;1;23-02-2025;3;112;550;8;La Cisterna;-335.176.292;-706.646.488;Houm
Las Condes Quinchamali;875280000;3;23-02-2025;4;300;830;3;Las Condes;-333.727.966;-7.049.648.839.999.990;Houm
Paine G-525;777592500;8;23-02-2025;6;562;5000;5;Paine;-337.810.263;-706.553.632;Houm
Maipu Isla chica;180000000;2;23-02-2025;3;82;132;;Maipu;-334.917.673;-707.719.939;Houm
Santiago Manuela Errazuriz;220000000;2;23-02-2025;5;100;100;1;Santiago;-33.496.847;-706.698.622;Houm
Santiago Grajales;312600000;3;23-02-2025;3;106;170;1;Santiago;-334.519.023;-706.666.042;Houm
San Miguel Avenida Jose Joaquin Prieto;360000000;3;23-02-2025;7;160;250;4;San Miguel;-334.927.409;-7.066.208.759.999.990;Houm
Puente Alto Rio frio;142000000;2;23-02-2025;4;58;177;3;Puente Alto;-3.354.817.060.000.000;-7.055.989.679.999.990;Houm
Lo Espejo Quilpue;138000000;2;23-02-2025;6;252;126;1;Lo Espejo;-3.351.637.729.999.990;-706.813.377;Houm
Maipu Auco;220000000;2;23-02-2025;3;118;258;2;Maipu;-334.909.476;-707.726.333;Houm
Macul Los Platanos;265710000;4;23-02-2025;5;136;180;2;Macul;-334.819.946;-705.918.892;Houm
Nunoa Alcalde Eduardo Castillo Velasco;547050000;4;23-02-2025;5;200;309;1;Nunoa;-334.586.124;-706.010.869;Houm
Cerro Navia San juan valdes;65000000;1;23-02-2025;2;50;65;;Cerro Navia;-334.267.197;-707.669.639;Houm
Santiago Jorge Gonzalez Bastias;190000000;1;23-02-2025;3;50;170;1;Santiago;-334.953.136;-70.587.625;Houm
Independencia Maruri;270000000;2;23-02-2025;4;80;90;;Independencia;-334.289.067;-706.551.637;Houm
La Florida Entre Delia Oriente con Diego Portales;113317500;1;23-02-2025;4;83;107;;La Florida;-33.558.641.398.353.700;-705.640.273.832.653;Find Home
La Florida Alonso de Ercilla;135000000;1;23-02-2025;4;95;150;1;La Florida;-335.317.754;-705.845.554;Houm
Penalolen Plazoleta Uno;738517500;3;23-02-2025;4;187;2740;3;Penalolen;-334.931.018;-705.487.114;Houm
San Bernardo Avenidad san jose;95733750;1;23-02-2025;6;91;113;4;San Bernardo;-335.993.426;-706.914.366;Grupo Premium Propiedades Santiago
