precio,matrícula particular pagado 2024,superficie_total,simce 4to básico lectura 2022,superficie_construida,banos,longitud,simce 4to básico matemáticas 2022,distancia_metro,latitud,distancia_hospital,ingreso_promedio,dormitorios,extranjeros 2025 (%),pobreza multidimensional 2022 (%),pobreza por ingresos 2022 (%),hogares hacinados 2025 (%),trabajadores_información_comunicaciones_2023,trabajadores_financieras_seguros_2023,matrícula subvencionada 2024,empresas_otras_actividades_2023
126453453.0,3215.0,205.0,273.0,151.0,1.0,-70.7152863,258.0,8335.604298595157,-33.5992699,1805.1592500090444,488733.18,4.0,5.4,18.7,6.0,9.0,498.0,88.0,38599.0,843.0
484541268.0,14154.0,500.0,295.0,360.0,4.0,-70.6334615,284.0,13164.49870314652,-33.2577489,17637.552339747468,606708.62,4.0,10.7,24.6,5.1,9.0,673.0,212.0,15689.0,612.0
590903986.0,15898.0,450.0,302.0,290.0,4.0,-70.4821304,296.0,8162.944326543594,-33.3564511,13370.70689852242,1569078.92,4.0,8.4,10.9,0.9,8.2,842.0,1472.0,4397.0,971.0
145000000.0,0.0,270.0,273.0,105.0,2.0,-70.6203268,261.0,977.9386651476352,-33.5393086,2001.687763496706,394645.51,4.0,6.1,22.3,6.0,10.2,44.0,10.0,14933.0,253.0
248179674.0,3670.0,180.0,281.0,64.0,3.0,-70.7595988,264.0,1217.006155517074,-33.47997,3421.5814082710367,601743.03,4.0,4.8,14.8,3.3,6.5,888.0,171.0,72126.0,1880.0
120000000.0,2732.0,160.0,283.0,100.0,2.0,-70.7308972,269.0,4323.379014139185,-33.3488393,8375.65932885743,549642.87,3.0,13.0,17.0,5.2,8.7,861.0,367.0,33726.0,660.0
71000000.0,4595.0,100.0,275.0,51.0,1.0,-70.7474784,261.0,20321.05074802392,-33.7233605,1416.9231487277668,512481.5,2.0,4.4,19.1,4.4,8.6,146.0,72.0,9050.0,368.0
196967995.0,1428.0,192.0,270.0,65.0,2.0,-70.6404946,255.0,401.1860030588777,-33.4095263,1425.7884013658056,565820.13,4.0,20.6,21.2,5.1,10.3,2483.0,468.0,19041.0,658.0
128000000.0,4221.0,144.0,279.0,68.0,2.0,-70.5582567,268.0,2543.4855070556173,-33.5577343,1342.9439058607245,538232.86,2.0,3.6,18.9,5.0,7.2,658.0,75.0,84429.0,1922.0
92000000.0,4595.0,150.0,275.0,70.0,1.0,-70.7397249,261.0,19096.234401293743,-33.7137202,2284.3143903454857,512481.5,5.0,4.4,19.1,4.4,8.6,146.0,72.0,9050.0,368.0
453026389.0,6790.0,433.0,280.0,245.0,5.0,-70.5290615,266.0,5730.743594170487,-33.517978,5021.557374340443,652074.18,6.0,7.7,13.2,3.5,6.9,2483.0,1426.0,52545.0,1675.0
165453116.0,0.0,200.0,276.0,100.0,3.0,-70.682764,261.0,1722.0744219433498,-33.5370243,4747.216860749669,635863.9,4.0,14.2,13.5,4.1,6.1,1972.0,82.0,22906.0,490.0
145716923.0,6790.0,182.0,280.0,106.0,2.0,-70.5882408,266.0,793.4412530703647,-33.5283632,1875.167856318236,652074.18,3.0,7.7,13.2,3.5,6.9,2483.0,1426.0,52545.0,1675.0
140000000.0,1711.0,190.0,275.0,90.0,2.0,-70.7038911,257.0,1288.4269131273174,-33.4742081,4214.988419342555,544285.52,5.0,30.9,22.8,5.0,9.6,698.0,196.0,14949.0,650.0
200000000.0,3215.0,301.0,273.0,161.0,1.0,-70.7137568,258.0,7341.5074212365025,-33.5890791,1572.203493734214,488733.18,5.0,5.4,18.7,6.0,9.0,498.0,88.0,38599.0,843.0
491632116.0,29882.0,261.0,308.0,161.0,3.0,-70.5678232,298.0,481.70330510734544,-33.4134433,3519.6186137030604,1806493.23,3.0,7.8,4.4,0.9,3.3,58742.0,91650.0,5710.0,5417.0
378178551.0,12536.0,336.0,296.0,216.0,3.0,-70.5694146,286.0,625.4845297195533,-33.4427371,1970.5272196284488,1405329.49,5.0,6.3,4.9,1.6,5.1,3640.0,289.0,6585.0,725.0
504238068.0,12208.0,480.0,284.0,257.0,4.0,-70.5597172,269.0,2575.6645122854657,-33.5040987,1851.5618122624323,688929.75,4.0,6.8,16.6,3.2,8.5,310.0,106.0,17188.0,867.0
195000000.0,3670.0,174.0,281.0,66.0,3.0,-70.7933528,264.0,5807.460158826464,-33.5531266,5298.931443315477,601743.03,4.0,4.8,14.8,3.3,6.5,888.0,171.0,72126.0,1880.0
510147108.0,15240.0,250.0,311.0,135.0,2.0,-70.5621173,302.0,1900.270289290516,-33.3912341,5045.9914476493805,2587577.69,4.0,6.6,2.4,0.9,1.8,6837.0,4346.0,516.0,1473.0
354542391.0,12536.0,224.0,296.0,99.0,3.0,-70.5753091,286.0,407.9247580977956,-33.4347449,2902.566731166495,1405329.49,3.0,6.3,4.9,1.6,5.1,3640.0,289.0,6585.0,725.0
728781583.0,12536.0,409.0,296.0,241.0,4.0,-70.5309673,286.0,3205.731457526316,-33.4352855,4568.870321409116,1405329.49,5.0,6.3,4.9,1.6,5.1,3640.0,289.0,6585.0,725.0
783932621.0,29882.0,299.0,308.0,64.0,4.0,-70.5768695,298.0,1203.721264852338,-33.4231698,2668.0796866350943,1806493.23,4.0,7.8,4.4,0.9,3.3,58742.0,91650.0,5710.0,5417.0
190000000.0,12208.0,266.0,284.0,182.0,1.0,-70.5822102,269.0,716.0176771111379,-33.5085879,848.044558202341,688929.75,3.0,6.8,16.6,3.2,8.5,310.0,106.0,17188.0,867.0
256058394.0,1668.0,265.0,275.0,173.0,3.0,-70.8286248,259.0,9337.183652595691,-33.5696824,8307.57811076126,558543.98,3.0,5.2,19.6,3.7,8.2,83.0,16.0,12562.0,210.0
100000000.0,4221.0,125.0,279.0,50.0,2.0,-70.6033014,268.0,1982.9879141843585,-33.577303,1993.68003629306,538232.86,4.0,3.6,18.9,5.0,7.2,658.0,75.0,84429.0,1922.0
138000000.0,3670.0,172.0,281.0,77.0,2.0,-70.7824465,264.0,3825.2573350854927,-33.5376804,3363.7174544079044,601743.03,4.0,4.8,14.8,3.3,6.5,888.0,171.0,72126.0,1880.0
124000000.0,767.0,167.0,276.0,84.0,2.0,-70.6599273,265.0,1485.5854834269603,-33.5504441,2319.05161508974,395604.34,4.0,5.1,17.5,6.2,8.9,104.0,6.0,28739.0,344.0
417572150.0,14154.0,377.0,295.0,238.0,4.0,-70.6399354,284.0,12982.050186183633,-33.2573313,17625.496035237535,606708.62,3.0,10.7,24.6,5.1,9.0,673.0,212.0,15689.0,612.0
397875350.0,29882.0,220.0,308.0,140.0,2.0,-70.5684054,298.0,487.46492395378414,-33.4135247,3464.830254051109,1806493.23,3.0,7.8,4.4,0.9,3.3,58742.0,91650.0,5710.0,5417.0
374239191.0,12208.0,331.0,284.0,209.0,3.0,-70.5465429,269.0,3530.199436170674,-33.5027109,3051.185541390525,688929.75,5.0,6.8,16.6,3.2,8.5,310.0,106.0,17188.0,867.0
152000000.0,3670.0,188.0,281.0,73.0,2.0,-70.786502,264.0,6103.09861309001,-33.5596289,5829.024496361818,601743.03,3.0,4.8,14.8,3.3,6.5,888.0,171.0,72126.0,1880.0
445147669.0,14154.0,400.0,295.0,227.0,4.0,-70.6567173,284.0,6940.078851033752,-33.3103973,11669.52331699808,606708.62,4.0,10.7,24.6,5.1,9.0,673.0,212.0,15689.0,612.0
150000000.0,0.0,260.0,281.0,180.0,1.0,-70.6491893,268.0,561.6980672527827,-33.5424518,1723.8524088563645,442364.93,3.0,6.4,19.2,6.9,11.0,47.0,13.0,11124.0,181.0
236361594.0,1852.0,214.0,286.0,85.0,3.0,-70.5866606,270.0,770.7626911734,-33.4783045,2521.712828499485,747394.63,5.0,12.1,13.4,3.5,5.9,1464.0,1266.0,10287.0,492.0
118180797.0,769.0,135.0,273.0,45.0,3.0,-70.8692567,256.0,14331.223588958796,-33.5992898,3442.19927403814,591753.35,3.0,3.0,15.1,7.3,8.1,93.0,19.0,12798.0,299.0
99500000.0,6790.0,119.0,280.0,64.0,1.0,-70.5695932,266.0,1723.204594054221,-33.5507162,2506.639895238755,652074.18,3.0,7.7,13.2,3.5,6.9,2483.0,1426.0,52545.0,1675.0
123223178.0,0.0,210.0,274.0,103.0,1.0,-70.671173,260.0,1706.158142258301,-33.4953271,2438.6559541055285,481110.91,4.0,8.7,20.2,5.5,10.0,424.0,18.0,10866.0,263.0
323027512.0,12208.0,259.0,284.0,150.0,3.0,-70.5600987,269.0,1774.4382147998178,-33.4817263,2533.7976647261944,688929.75,4.0,6.8,16.6,3.2,8.5,310.0,106.0,17188.0,867.0
291512633.0,1852.0,325.0,286.0,227.0,2.0,-70.5918447,270.0,1103.4790242091346,-33.4911809,1613.3850650194877,747394.63,4.0,12.1,13.4,3.5,5.9,1464.0,1266.0,10287.0,492.0
120000000.0,4595.0,465.0,275.0,385.0,1.0,-70.678049,261.0,17306.08210830413,-33.7397132,5718.874289612387,512481.5,2.0,4.4,19.1,4.4,8.6,146.0,72.0,9050.0,368.0
204846715.0,2732.0,202.0,283.0,111.0,3.0,-70.7277354,269.0,3879.29027064442,-33.3525949,8003.353655660569,549642.87,3.0,13.0,17.0,5.2,8.7,861.0,367.0,33726.0,660.0
185000000.0,0.0,185.0,279.0,83.0,1.0,-70.711599,269.0,452.3262330644008,-33.4540471,3274.3667215910923,428363.83,4.0,11.7,19.3,5.3,10.1,27.0,5.0,6457.0,263.0
205000000.0,3215.0,300.0,273.0,160.0,2.0,-70.7120573,258.0,7262.112288498798,-33.5892844,1414.513726216302,488733.18,3.0,5.4,18.7,6.0,9.0,498.0,88.0,38599.0,843.0
91000000.0,0.0,142.0,267.0,60.0,1.0,-70.7397085,257.0,3028.672784348599,-33.4175066,704.1261017025264,446483.01,3.0,9.1,23.0,6.0,10.6,73.0,1.0,10597.0,311.0
306000000.0,3670.0,268.0,281.0,108.0,3.0,-70.7572442,264.0,584.8590957586,-33.485913,2938.3867695973404,601743.03,6.0,4.8,14.8,3.3,6.5,888.0,171.0,72126.0,1880.0
110000000.0,542.0,188.0,269.0,88.0,2.0,-70.7365589,259.0,26611.03673812947,-33.8078658,8188.917094383731,503654.22,2.0,5.6,20.9,5.9,8.6,41.0,39.0,9510.0,187.0
484541268.0,29882.0,300.0,308.0,180.0,2.0,-70.5498792,298.0,816.5165976292084,-33.4018696,5471.754312411113,1806493.23,4.0,7.8,4.4,0.9,3.3,58742.0,91650.0,5710.0,5417.0
95000000.0,1852.0,144.0,286.0,68.0,1.0,-70.5898849,270.0,1129.009391238707,-33.476498,2573.29446195776,747394.63,3.0,12.1,13.4,3.5,5.9,1464.0,1266.0,10287.0,492.0
232422234.0,6790.0,400.0,280.0,300.0,2.0,-70.5818271,266.0,988.0717979331864,-33.5545489,2524.36195778997,652074.18,4.0,7.7,13.2,3.5,6.9,2483.0,1426.0,52545.0,1675.0
135000000.0,3670.0,126.0,281.0,53.0,1.0,-70.7806557,264.0,2177.823539981076,-33.5105718,649.4508182541396,601743.03,2.0,4.8,14.8,3.3,6.5,888.0,171.0,72126.0,1880.0
141816957.0,3670.0,150.0,281.0,52.0,2.0,-70.7813161,264.0,4523.140419184014,-33.545837,4234.699367361749,601743.03,4.0,4.8,14.8,3.3,6.5,888.0,171.0,72126.0,1880.0
128000000.0,3670.0,185.0,281.0,100.0,3.0,-70.7710788,264.0,4496.888223395777,-33.5492334,4570.82128388724,601743.03,3.0,4.8,14.8,3.3,6.5,888.0,171.0,72126.0,1880.0
492026052.0,14154.0,430.0,295.0,270.0,4.0,-70.6501805,284.0,11886.29203064786,-33.2647694,16748.33136595785,606708.62,4.0,10.7,24.6,5.1,9.0,673.0,212.0,15689.0,612.0
170000000.0,0.0,244.0,270.0,119.0,2.0,-70.7181248,254.0,3112.456378656149,-33.5038256,5226.407303707161,528548.1,6.0,11.0,22.6,5.2,9.1,188.0,190.0,9503.0,216.0
207801235.0,13807.0,154.0,295.0,69.0,2.0,-70.6001256,281.0,664.5462626948934,-33.4653608,2857.1567112646167,1418950.79,4.0,12.2,5.2,1.5,3.3,5431.0,1036.0,7134.0,1876.0
187119596.0,0.0,330.0,276.0,173.0,3.0,-70.6666599,261.0,780.8265128563489,-33.5210567,4386.419731013924,635863.9,5.0,14.2,13.5,4.1,6.1,1972.0,82.0,22906.0,490.0
275000000.0,1711.0,250.0,275.0,95.0,3.0,-70.7246412,257.0,1152.772334788429,-33.4622505,4576.174255260011,544285.52,5.0,30.9,22.8,5.0,9.6,698.0,196.0,14949.0,650.0
284815721.0,8706.0,500.0,283.0,250.0,3.0,-70.6772518,266.0,1275.861450457341,-33.4291142,1487.5362507617513,791945.92,5.0,41.4,16.5,3.9,6.6,44360.0,72312.0,37942.0,5478.0
240000000.0,949.0,223.0,276.0,115.0,3.0,-70.6543322,264.0,661.527974003069,-33.4083298,782.0786545571758,521149.92,4.0,41.2,22.4,5.8,9.6,2185.0,45.0,12708.0,473.0
140595755.0,0.0,204.0,279.0,64.0,2.0,-70.7335676,269.0,663.7415501873008,-33.4438871,2375.0070611949145,428363.83,5.0,11.7,19.3,5.3,10.1,27.0,5.0,6457.0,263.0
255000000.0,1668.0,204.0,275.0,112.0,3.0,-70.8270868,259.0,9301.23728681279,-33.5704954,8380.074868095358,558543.98,4.0,5.2,19.6,3.7,8.2,83.0,16.0,12562.0,210.0
110000000.0,1777.0,145.0,277.0,51.0,2.0,-70.7691517,265.0,2647.9899544592176,-33.4459482,3559.134701311238,544282.12,3.0,5.8,16.9,4.4,8.8,953.0,436.0,21804.0,645.0
75000000.0,4221.0,143.0,279.0,63.0,2.0,-70.591322,268.0,1856.3844814853007,-33.619985,4833.271412833921,538232.86,4.0,3.6,18.9,5.0,7.2,658.0,75.0,84429.0,1922.0
177271196.0,4595.0,172.0,275.0,94.0,3.0,-70.7361241,261.0,21692.53166573765,-33.7517442,1969.417552407048,512481.5,3.0,4.4,19.1,4.4,8.6,146.0,72.0,9050.0,368.0
120000000.0,6790.0,123.0,280.0,63.0,2.0,-70.5870322,266.0,159.998576907139,-33.5457885,3532.1439319222163,652074.18,3.0,7.7,13.2,3.5,6.9,2483.0,1426.0,52545.0,1675.0
270000000.0,2615.0,188.0,289.0,66.0,2.0,-70.6545407,273.0,367.3645027687734,-33.4899939,831.9430600789165,904933.0,5.0,25.0,12.9,2.2,5.5,2326.0,121.0,17630.0,813.0
180000000.0,3670.0,324.0,281.0,154.0,2.0,-70.747872,264.0,733.2166494756597,-33.4945235,2880.616022697908,601743.03,4.0,4.8,14.8,3.3,6.5,888.0,171.0,72126.0,1880.0
150000000.0,1852.0,240.0,286.0,100.0,2.0,-70.6035144,270.0,1264.502182374585,-33.4924545,2443.400237613463,747394.63,2.0,12.1,13.4,3.5,5.9,1464.0,1266.0,10287.0,492.0
361830207.0,6790.0,991.0,280.0,921.0,2.0,-70.5773212,266.0,701.8979360768255,-33.5624434,1697.584141985139,652074.18,4.0,7.7,13.2,3.5,6.9,2483.0,1426.0,52545.0,1675.0
140000000.0,0.0,217.0,273.0,52.0,2.0,-70.6210368,261.0,1045.1438353229794,-33.5394317,1947.272027351522,394645.51,4.0,6.1,22.3,6.0,10.2,44.0,10.0,14933.0,253.0
617967388.0,13807.0,581.0,295.0,376.0,3.0,-70.5816661,281.0,1001.878588415264,-33.4440361,2127.435007328051,1418950.79,4.0,12.2,5.2,1.5,3.3,5431.0,1036.0,7134.0,1876.0
90000000.0,0.0,127.0,267.0,74.0,1.0,-70.7265692,257.0,986.5930732374462,-33.4357498,1944.192176887413,446483.01,2.0,9.1,23.0,6.0,10.6,73.0,1.0,10597.0,311.0
256609904.0,1852.0,335.0,286.0,231.0,2.0,-70.5879504,270.0,726.4899005565678,-33.4873378,1745.70712508665,747394.63,4.0,12.1,13.4,3.5,5.9,1464.0,1266.0,10287.0,492.0
135000000.0,3215.0,148.0,273.0,68.0,2.0,-70.6725714,258.0,7247.634393004282,-33.602371,2041.6382693566268,488733.18,4.0,5.4,18.7,6.0,9.0,498.0,88.0,38599.0,843.0
140000000.0,6790.0,240.0,280.0,158.0,1.0,-70.5902756,266.0,481.76675030623545,-33.5317926,2126.072210390893,652074.18,3.0,7.7,13.2,3.5,6.9,2483.0,1426.0,52545.0,1675.0
270000000.0,949.0,321.0,276.0,184.0,2.0,-70.6608885,264.0,915.3805282065294,-33.4278827,817.2368946040592,521149.92,3.0,41.2,22.4,5.8,9.6,2185.0,45.0,12708.0,473.0
62000000.0,14154.0,220.0,295.0,170.0,1.0,-70.6743696,284.0,17781.638017228648,-33.207091,23224.90873058497,606708.62,3.0,10.7,24.6,5.1,9.0,673.0,212.0,15689.0,612.0
177271196.0,13807.0,175.0,295.0,95.0,1.0,-70.5842686,281.0,737.3292448398031,-33.4688744,1629.463687905918,1418950.79,3.0,12.2,5.2,1.5,3.3,5431.0,1036.0,7134.0,1876.0
330000000.0,13807.0,224.0,295.0,135.0,2.0,-70.5737217,281.0,198.68677076061067,-33.4577874,462.75041728054725,1418950.79,3.0,12.2,5.2,1.5,3.3,5431.0,1036.0,7134.0,1876.0
122900000.0,6790.0,280.0,280.0,195.0,1.0,-70.6108348,266.0,1314.3616258129243,-33.5494474,2267.148391998742,652074.18,3.0,7.7,13.2,3.5,6.9,2483.0,1426.0,52545.0,1675.0
75000000.0,3215.0,190.0,273.0,190.0,1.0,-70.6814171,258.0,5567.153428454984,-33.585532,448.0540483070244,488733.18,4.0,5.4,18.7,6.0,9.0,498.0,88.0,38599.0,843.0
244240314.0,767.0,300.0,276.0,180.0,2.0,-70.6759262,265.0,1248.983901203185,-33.5430946,3932.1456599724265,395604.34,5.0,5.1,17.5,6.2,8.9,104.0,6.0,28739.0,344.0
74847838.0,3670.0,116.0,281.0,81.0,1.0,-70.7864407,264.0,2753.519091465935,-33.5146666,1339.0054386235458,601743.03,2.0,4.8,14.8,3.3,6.5,888.0,171.0,72126.0,1880.0
290000000.0,12208.0,170.0,284.0,70.0,3.0,-70.56924,269.0,489.4916438228769,-33.46269,255.8827223684401,688929.75,5.0,6.8,16.6,3.2,8.5,310.0,106.0,17188.0,867.0
590000000.0,13807.0,330.0,295.0,190.0,3.0,-70.6067032,281.0,1033.7881900546886,-33.4717508,3532.8260636399214,1418950.79,4.0,12.2,5.2,1.5,3.3,5431.0,1036.0,7134.0,1876.0
140635149.0,4221.0,285.0,279.0,213.0,2.0,-70.5695706,268.0,673.2973204975042,-33.6063165,3424.114165786339,538232.86,2.0,3.6,18.9,5.0,7.2,658.0,75.0,84429.0,1922.0
199000000.0,3670.0,160.0,281.0,70.0,3.0,-70.7427947,264.0,518.187380195673,-33.486372,3795.252059628856,601743.03,3.0,4.8,14.8,3.3,6.5,888.0,171.0,72126.0,1880.0
756357102.0,29882.0,380.0,308.0,140.0,4.0,-70.5731836,298.0,663.3525128355715,-33.4135949,3027.540004995713,1806493.23,5.0,7.8,4.4,0.9,3.3,58742.0,91650.0,5710.0,5417.0
350000000.0,2732.0,250.0,283.0,50.0,3.0,-70.7294341,269.0,3824.246133936356,-33.3583493,7346.598288814462,549642.87,4.0,13.0,17.0,5.2,8.7,861.0,367.0,33726.0,660.0
105496058.0,0.0,118.0,271.0,55.0,2.0,-70.7430662,260.0,5274.944066383142,-33.397337,2925.9883222171584,401652.49,3.0,6.9,19.5,5.3,9.3,616.0,132.0,17548.0,325.0
120000000.0,4221.0,200.0,279.0,100.0,1.0,-70.59712,268.0,1611.301572995802,-33.58943,1962.9033693987085,538232.86,2.0,3.6,18.9,5.0,7.2,658.0,75.0,84429.0,1922.0
125000000.0,0.0,217.0,281.0,94.0,1.0,-70.6485285,268.0,1159.9764515500142,-33.5317205,2627.7765004925664,442364.93,4.0,6.4,19.2,6.9,11.0,47.0,13.0,11124.0,181.0
145756317.0,0.0,167.0,274.0,77.0,2.0,-70.6739216,260.0,760.0944750303127,-33.4805888,2436.641018653821,481110.91,3.0,8.7,20.2,5.5,10.0,424.0,18.0,10866.0,263.0
130000000.0,8706.0,168.0,283.0,53.0,2.0,-70.6282385,266.0,412.8055178578698,-33.4696373,1654.9793252970114,791945.92,4.0,41.4,16.5,3.9,6.6,44360.0,72312.0,37942.0,5478.0
283633913.0,12536.0,173.0,296.0,95.0,2.0,-70.5674158,286.0,930.69359803799,-33.4314746,3230.542024687645,1405329.49,3.0,6.3,4.9,1.6,5.1,3640.0,289.0,6585.0,725.0
190428658.0,1852.0,301.0,286.0,246.0,2.0,-70.5993706,270.0,1807.3154014413203,-33.4851676,2579.886885668484,747394.63,5.0,12.1,13.4,3.5,5.9,1464.0,1266.0,10287.0,492.0
283633913.0,4595.0,207.0,275.0,97.0,3.0,-70.7373581,261.0,21539.31908400153,-33.748866,1636.344610722918,512481.5,4.0,4.4,19.1,4.4,8.6,146.0,72.0,9050.0,368.0
669691184.0,1777.0,560.0,277.0,260.0,6.0,-70.8257266,265.0,7794.863414681895,-33.4551614,7588.918366688811,544282.12,6.0,5.8,16.9,4.4,8.8,953.0,436.0,21804.0,645.0
177000000.0,3670.0,161.0,281.0,42.0,2.0,-70.7579783,264.0,1231.4767757303282,-33.5215448,2114.943057086614,601743.03,4.0,4.8,14.8,3.3,6.5,888.0,171.0,72126.0,1880.0
115000000.0,1614.0,148.0,273.0,93.0,1.0,-70.7710002,262.0,8674.801049236952,-33.3285166,10920.768293996607,480885.02,3.0,9.1,25.6,4.9,8.9,315.0,110.0,17045.0,401.0
70000000.0,0.0,138.0,265.0,102.0,1.0,-70.6171755,253.0,2527.733651113793,-33.5603157,1868.333622554425,336160.62,5.0,3.2,27.0,9.3,12.9,109.0,8.0,28793.0,258.0
551510387.0,13807.0,645.0,295.0,325.0,7.0,-70.6043666,281.0,1139.43190128297,-33.472565,3469.845189034605,1418950.79,12.0,12.2,5.2,1.5,3.3,5431.0,1036.0,7134.0,1876.0
409299494.0,8706.0,380.0,283.0,100.0,2.0,-70.653768,266.0,495.10208290169567,-33.4565746,1148.125513605286,791945.92,4.0,41.4,16.5,3.9,6.6,44360.0,72312.0,37942.0,5478.0
100000000.0,4221.0,157.0,279.0,102.0,1.0,-70.5649013,268.0,1509.9330866415842,-33.5813136,1270.3992057747369,538232.86,3.0,3.6,18.9,5.0,7.2,658.0,75.0,84429.0,1922.0
120544413.0,6790.0,166.0,280.0,96.0,1.0,-70.5707464,266.0,1300.3905076478716,-33.5620454,1718.2456398831887,652074.18,3.0,7.7,13.2,3.5,6.9,2483.0,1426.0,52545.0,1675.0
303000000.0,0.0,408.0,271.0,143.0,5.0,-70.3523127,257.0,20976.001098461475,-33.6400239,137.0091391316046,503570.65,7.0,3.3,24.4,4.7,7.4,12.0,6.0,962.0,66.0
161513756.0,4221.0,207.0,279.0,87.0,2.0,-70.5799311,268.0,392.0145263756303,-33.5823405,591.3045925495026,538232.86,4.0,3.6,18.9,5.0,7.2,658.0,75.0,84429.0,1922.0
80000000.0,0.0,140.0,274.0,50.0,2.0,-70.6811679,260.0,1290.583049206769,-33.4878763,3083.4985227319253,481110.91,4.0,8.7,20.2,5.5,10.0,424.0,18.0,10866.0,263.0
137877597.0,3670.0,250.0,281.0,170.0,1.0,-70.7697701,264.0,1221.6945043733888,-33.5001268,990.2736986516136,601743.03,4.0,4.8,14.8,3.3,6.5,888.0,171.0,72126.0,1880.0
196967995.0,0.0,200.0,266.0,105.0,1.0,-70.6195829,250.0,748.549655428263,-33.5120771,1908.6340835786552,483267.61,3.0,12.1,19.6,4.8,8.4,320.0,77.0,6561.0,296.0
135000000.0,0.0,240.0,273.0,140.0,2.0,-70.6137137,261.0,745.5454339907668,-33.5317172,2373.6156855358104,394645.51,3.0,6.1,22.3,6.0,10.2,44.0,10.0,14933.0,253.0
190000000.0,0.0,215.0,277.0,89.0,2.0,-70.70308,259.0,1746.0077838571056,-33.42592,2875.910355222636,563165.86,3.0,22.2,19.7,2.1,8.6,869.0,313.0,16535.0,472.0
256058394.0,0.0,272.0,277.0,168.0,4.0,-70.6877598,259.0,1171.4298576631693,-33.4279488,1792.3877266457966,563165.86,4.0,22.2,19.7,2.1,8.6,869.0,313.0,16535.0,472.0
90000000.0,209.0,162.0,272.0,80.0,1.0,-70.6619258,261.0,1469.716381189977,-33.3771848,4289.367696616446,456803.06,3.0,12.7,18.7,6.1,9.0,304.0,223.0,13090.0,356.0
250000000.0,1852.0,360.0,286.0,212.0,2.0,-70.6076285,270.0,1382.4289887021405,-33.4755536,3576.7630216286343,747394.63,5.0,12.1,13.4,3.5,5.9,1464.0,1266.0,10287.0,492.0
155000000.0,6790.0,120.0,280.0,55.0,2.0,-70.5928502,266.0,718.1064532177526,-33.5519331,2996.2236615895267,652074.18,4.0,7.7,13.2,3.5,6.9,2483.0,1426.0,52545.0,1675.0
100000000.0,3215.0,96.0,273.0,45.0,1.0,-70.6815214,258.0,9837.667450900162,-33.624853,3851.711664336902,488733.18,3.0,5.4,18.7,6.0,9.0,498.0,88.0,38599.0,843.0
78000000.0,1711.0,122.0,275.0,62.0,2.0,-70.6975873,257.0,1527.3565526401676,-33.469707,3483.8702621675698,544285.52,2.0,30.9,22.8,5.0,9.6,698.0,196.0,14949.0,650.0
97982280.0,3670.0,93.0,281.0,82.0,2.0,-70.79310466,264.0,5568.43337171062,-33.55061939,5029.001576019076,601743.03,3.0,4.8,14.8,3.3,6.5,888.0,171.0,72126.0,1880.0
113796000.0,3670.0,108.0,281.0,66.0,2.0,-70.791336,264.0,6458.948031961936,-33.561115,6092.032302683619,601743.03,3.0,4.8,14.8,3.3,6.5,888.0,171.0,72126.0,1880.0
98884800.0,3215.0,96.0,273.0,60.0,2.0,-70.67702961,258.0,8235.899322662312,-33.61085744,2751.877724011383,488733.18,3.0,5.4,18.7,6.0,9.0,498.0,88.0,38599.0,843.0
84954600.0,3670.0,141.0,281.0,90.0,1.0,-70.793095,264.0,3335.249300641857,-33.511994,1797.2562775237225,601743.03,2.0,4.8,14.8,3.3,6.5,888.0,171.0,72126.0,1880.0
122860440.0,8706.0,99.0,283.0,78.0,1.0,-70.672508,266.0,1094.62545042141,-33.468723,2879.755429941582,791945.92,2.0,41.4,16.5,3.9,6.6,44360.0,72312.0,37942.0,5478.0
154998000.0,3670.0,130.0,281.0,126.0,3.0,-70.767531,264.0,1548.9782560896556,-33.48363,2803.4603852743808,601743.03,3.0,4.8,14.8,3.3,6.5,888.0,171.0,72126.0,1880.0
145188000.0,0.0,309.0,266.0,159.0,2.0,-70.631219,250.0,1517.3299976339697,-33.501958,2235.421135344241,483267.61,3.0,12.1,19.6,4.8,8.4,320.0,77.0,6561.0,296.0
136947600.0,0.0,205.0,277.0,70.0,1.0,-70.69606,259.0,2098.172292603723,-33.419662,2973.3051420795505,563165.86,3.0,22.2,19.7,2.1,8.6,869.0,313.0,16535.0,472.0
139969080.0,0.0,204.0,279.0,140.0,2.0,-70.733684,269.0,654.1341067021356,-33.443822,2364.7366214920803,428363.83,5.0,11.7,19.3,5.3,10.1,27.0,5.0,6457.0,263.0
159942240.0,3670.0,170.0,281.0,90.0,1.0,-70.75794,264.0,229.1817104727988,-33.512448,1583.630585270374,601743.03,3.0,4.8,14.8,3.3,6.5,888.0,171.0,72126.0,1880.0
219940200.0,1852.0,165.85,286.0,144.34,2.0,-70.604884,270.0,1108.1911552875497,-33.498794,1789.5819792224677,747394.63,5.0,12.1,13.4,3.5,5.9,1464.0,1266.0,10287.0,492.0
219940200.0,3670.0,145.75,281.0,145.75,4.0,-70.76146,264.0,2205.8571635441617,-33.464914,4944.903777826967,601743.03,5.0,4.8,14.8,3.3,6.5,888.0,171.0,72126.0,1880.0
241326000.0,13807.0,200.0,295.0,101.0,2.0,-70.599844,281.0,726.3320776646184,-33.466045,2847.1477233399887,1418950.79,3.0,12.2,5.2,1.5,3.3,5431.0,1036.0,7134.0,1876.0
